"Chain","Date","Block","Hash","From","From_label","To","To_label","Token","Token_symbol","Amount"
"eth","2023-11-23 09:31:23","18633549","0x3efeb8c1b4c547bc0b00eb70df68ea3eb79522eb33481b33d1402d18f5985218","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","6"
"eth","2023-09-11 17:15:11","18114532","0x5351667996448a50c43afcc656445da05859d5f1bc28c87c17f4e569232cac6d","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","5.5"
"eth","2023-09-11 16:21:47","18114268","0x4085abfc299e2fec1ecdfda41aac9c0cf84a346e42c12d25e34224a7d09c6eaf","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","60"
"eth","2023-09-11 16:20:47","18114263","0x7b9219dc8e686571d92cd8c23c4e0cc5d8f68b3c4acc6ee22f41428243a6917e","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","3"
"eth","2023-09-10 15:46:23","18106958","0x3c66972412e5c82fcafa234fddcc1b4867bf202be1c8b2e06d799ed4e7ca34da","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","8"
"eth","2023-09-10 15:45:35","18106954","0x5efa5632fd56e6ffba55f5b08001bd8586bec41313b579b89d5fc03cb5e93417","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","1"
"eth","2023-08-29 17:32:35","18021780","0x1d40e2fc51640a94742c3000172b77ccc07efe9a3958606b3da353a241f24714","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.57473906"
"eth","2023-08-16 09:03:11","17926372","0x1e2e4daf6db69f8014ee95f3485dc6c9b69bbdcdbbab4cd0dd0403fc2c94083f","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","7"
"eth","2023-08-16 09:02:11","17926367","0x4edddf09a74b0d9322bcef358ce3d67949f2988c075317610677cc574eea98e4","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.1"
"eth","2023-07-23 15:02:59","17756580","0x9ea588ece66aa150ab0a7158f1decedbac432a95efa9299f504e6fc6a71f2603","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0xb48a28b55678f9a202ec7982090ee8092a96fc74","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","1.6"
"eth","2023-09-13 11:10:47","18127003","0xacef43ee5ab0664f5b81c9c2da7e2952dcc2eedcb066ae41de4fea4e567a8fd2","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0x29488e5fd6bf9b3cc98a9d06a25204947cccbe4d","Inferno Drainer: OpenSea User","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.092"
"eth","2023-08-17 19:27:47","17936618","0xfac162768ec9ad2266c0b7f37542044663945a14ae8dda44c854402c89dee7b1","0x61a145f9c8dbc6f20c5f14111e8c423759ba90b7","Fake Phishing","0x29488e5fd6bf9b3cc98a9d06a25204947cccbe4d","Inferno Drainer: OpenSea User","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.06"
"eth","2023-11-19 19:05:35","18607828","0x557eabad1a488f0ad66527d68e5ea00de9e2b62f1c1fe8ffc66070589a446f32","0x910cbd523d972eb0a6f4cae4618ad62622b39dbf","Tornado.Cash: 10 ETH","0x5e42dd64266c3852cad3d294f71b171459cf0a48","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","9.94321179"
"eth","2023-11-22 07:09:59","18625704","0x9ea7a2913eed0313a75cc6b0180c5bd3f14232bd1e573ae8297ee3db09398b8d","0x910cbd523d972eb0a6f4cae4618ad62622b39dbf","Tornado.Cash: 10 ETH","0x5e42dd64266c3852cad3d294f71b171459cf0a48","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","9.94435027"
"eth","2023-11-22 07:21:11","18625758","0x72aa08eab1ee164df0976a23c6fd911f4010e892e4d9f6c72b6ce6f42aeb160c","0x5e42dd64266c3852cad3d294f71b171459cf0a48","","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","19.88673607"
"eth","2023-11-22 10:56:23","18626821","0x5689b4b7f2022ed8e70d81a867c95d1c93829510b4c69e7c3279ae964e178d5e","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xc6495ed0586900693ce04a8b660060dae556cde4","FIXEDFLOAT: Deposit Address","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.5"
"eth","2023-11-22 11:01:35","18626847","0x88de4c98e785a5cd066e6d9d085cd56c2ba2190f57ad4da7461ce814a87d32e9","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xc649f4238f07df5f0d06c942a7e7744acdcfcde4","","0x7f01f747e0916ebfb4e1febfb0f6c4ec4637ca31","E TH_0x7f01","0.5"
"eth","2023-11-22 11:06:59","18626874","0x97795090511a4beeb00a546bdb502d6e4afaa82774db86fa4e275083e6422414","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x49048044d57e1c92a77f79988d21fa8faf74e97e","Base: Base Portal","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.75"
"eth","2023-11-22 11:18:23","18626929","0x00e1782fcb4900f2092c50930b6b5a7d92626525d3e35332a31364b7929c93e5","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xf8b1378579659d8f7ee5f3c929c2f3e332e41fd6","Scroll: L1 Gateway Router Proxy","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.75015047"
"eth","2023-11-22 19:11:11","18629278","0x356dbdd0315a8f8b8ee83102ad92a8adf3154c2c35c909603e66cb66a2383e29","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x5433bd5b1ffefb8368b8bda14cfeaed12ab73fd2","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","1"
"eth","2023-11-22 21:08:59","18629863","0x7fbe6db25bb0d470db1cefc08c0aedf2c53130457c604b3ce3e6f82b73b1beee","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x5433836b3c48cd5800b66fc9f56b5b1141ce3fd2","","0x7f01f747e0916ebfb4e1febfb0f6c4ec4637ca31","E TH_0x7f01","1"
"eth","2023-11-22 20:55:59","18629800","0x8be07235bb4e3eeee6f099b521e453e2666839606bc0ed55957a63976d097eb0","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x5433836b3c48cd5800b66fc9f56b5b1141ce3fd2","","0x7f01f747e0916ebfb4e1febfb0f6c4ec4637ca31","E TH_0x7f01","1"
"eth","2023-11-22 21:33:47","18629987","0x9ede1b12a2e2a945a95356154d20a336db21b53fbedb502b219e1e9115b8e640","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x99c9fc46f92e8a1c0dec1b1747d010903e884be1","OptimismGateway","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","3"
"eth","2023-11-22 21:35:35","18629996","0xcf638f8472a30555a78015a256925653b67b951f1257b12cae4d42a81d2c0490","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xfc608d13acc36e7b2fe34c4338751c75992bc223","","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.5"
"eth","2023-11-22 21:40:59","18630023","0xa49d9bd7616e108bb556d366b77f4c238fbf559f0caf35825400f75e08233075","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f","ArbitrumBridge","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","2"
"eth","2023-11-22 21:51:23","18630075","0x69d00139ccd4451ffdf4f16c642646c9491cfca915378fb8353d5109f64f1699","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xfc6000436969265b86a817cfa5574b9ecbd7c223","","0x7f01f747e0916ebfb4e1febfb0f6c4ec4637ca31","E TH_0x7f01","0.5"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x853d955acef822db058eb8505911ed77f175b99e","FRAX","19,184.85975110"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x853d955acef822db058eb8505911ed77f175b99e","FRAX","6,255.99571228"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","35,812.011594"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","32,359.71142"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","4,806.811056"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74","MEME","261,977.31298938"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x5e8422345238f34275888049021821e8e08caa1f","frxETH","2.05468539"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x5e8422345238f34275888049021821e8e08caa1f","frxETH","5.54352056"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x5e8422345238f34275888049021821e8e08caa1f","frxETH","6.36400198"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","4.63069049"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","0.11464119"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","92.91189069"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","193.39130144"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","2,998.92198259"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","2.19825637"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","1.84437802"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","2.01485225"
"eth","2023-11-22 22:55:11","18630392","0x485e08dc2b6a4b3aeadcb89c3d18a37666dc7d9424961a2091d6b3696792f0f3","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","WETH","1.11677326"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202","KNC_0xdefa","422,901.47785368"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202","KNC_0xdefa","217,439.26948844"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0","wstETH","0.28791924"
"eth","2023-11-22 22:58:23","18630408","0x09a3a12d58b0bb80e33e3fb8e282728551dc430c65d1e520fe0009ec519d75e8","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0","wstETH","4.82946554"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeb57642040be42185f49c52f7e9b38f8eeee","ELK","192,194.35449850"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xfa3e941d1f6b7b10ed84a0c211bfa8aee907965e","HAY","0.00980193"
"eth","2023-11-22 22:58:35","18630409","0x396a83df7361519416a6dc960d394e689dd0f158095cbc6a6c387640716f5475","0xaf2acf3d4ab78e4c702256d214a3189a874cdc13","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xa35b1b31ce002fbf2058d22f30f95d405200a15b","ETHx","2.54880496"
"eth","2023-11-23 00:15:35","18630793","0x67d358882a9fdc933046003835d5f8124bd8ab2c5f42aef9f2847b1e27f07040","0xb9674567fc1100637dcd5f2af463989ab72383e9","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.00069"
"eth","2023-11-23 00:03:47","18630734","0xce8ba2a089984036a58e402225b5032c6349eafbb95beff0835da285f2d449bc","0xb9674567fc1100637dcd5f2af463989ab72383e9","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.0000888"
"eth","2023-11-22 23:59:23","18630712","0x4d464cc98a47a80bca8a438553552b4bd1cc32bfd8d8796ccc7793345db64495","0xb9674567fc1100637dcd5f2af463989ab72383e9","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.00042"
"eth","2023-11-22 23:49:35","18630663","0x240bf0ec197d6f7f2e2d600a78e3b00c7f0b9f54840cdfb8d8df6ae5714a822a","0xb9674567fc1100637dcd5f2af463989ab72383e9","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.0000069"
"eth","2023-11-22 23:23:23","18630533","0xf2e01c7308ec69957cce5e6030f96205d16e6d1f7f55e31b0f1334142d5603cf","0xb9674567fc1100637dcd5f2af463989ab72383e9","","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.0000049"
"eth","2023-11-22 23:39:23","18630612","0x32ea947c9ce134496f92be77ac55313fc323dfcae438ed6b30d7a20b630a99e6","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.1"
"eth","2023-11-22 23:40:23","18630617","0x2ff5e9eb5c29a1aeb2f41c96bffed99d8d854531249e5e67265e0360957bbf0f","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xc9b8b8036bd12a50b8fa7ee9aecc36711b0450c6","","0x2366a5ca19e6c13cb06d2316f4cc74a853fb2d61","ET H_0x2366","0.1"
"eth","2023-11-23 16:55:35","18635759","0xf5adf33135270292420cfa6e68ed6a83c96b62426cc87606a38abb68199ef2b9","0xd6a703941df26f940e0fbd9441f8d1956e20d765","vizdope.eth","0xc9b826bad20872eb29f9b1d8af4befe8460b50c6","Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.00244"
"eth","2023-11-25 05:06:35","18646517","0x185600656283a73ad2007d7b2274500fdde2044cceb4f52aa7162f0a0ac47b19","0xb66cd966670d962c227b3eaba30a872dbfb995db","Euler Finance Exploiter","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.042"
"eth","2023-11-25 05:11:23","18646541","0x560e7c572a47f6b09856fa0319089a5cde46be3c14c27bed371f1c0f6708b155","0xb66cd966670d962c227b3eaba30a872dbfb995db","Euler Finance Exploiter","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","0.069"
"eth","2023-11-28 06:40:35","18668398","0x06c142345914684478351ad2e42db420645027b3d87d4f8bb13643325606cc61","0xd646d529889648cd333e630b4ae5a0e4978d10aa","","0xb66cd966670d962c227b3eaba30a872dbfb995db","Euler Finance Exploiter","0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","Ether","3.04392531"
"eth","2023-11-28 06:41:11","18668401","0x93a8a5575f5b92adfe5bc0019124d6d5c5ed005432d51f1fa63c6f146df8a23d","0xd646d529889648cd333e630b4ae5a0e4978d10aa","","0xb66cd966670d962c227b3eaba30a872dbfb995db","Euler Finance Exploiter","0x6a62e4918a34b511055758af58b6d49ad182df95","HACK","56,442,726.33460552"
"eth","2023-11-30 13:58:47","18684869","0x7cebb818c52b45cc10917ae09d92c02b0701664fa7360785e35f322fa9a4ec59","0x99de3560997d6f91878eead6f33f9eef0bbd68af","kyberswapdirector.eth","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0x4256e25da6ac0fb427584cf323a6937e0da7834f","KDIR","100,000,000"
"eth","2023-11-30 15:36:59","18685354","0xe867f7be7d89a605fe417c4bc6a9ad21f2f2abb2a28c88b8d04200ebd3bbe403","0x11b0e3e20823a56ceb7abdf605a35cb1560da314","","0x50275e0b7261559ce1644014d4b78d4aa63be836","KyberSwap Exploiter_0x5027","0xc53150fc07f3ecc6080722a611ae1cf33b7f3634","KNC","500,000,000"
